"Name","Team","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH","IFH%","BUH","BUH%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","playerid"
"Jonathan Lucroy","- - -",".253","1.34","20.8%","45.3%","33.9%","9.6%","9.6%","5","4.5%","0","0.0%","40.0%","36.7%","23.3%","17.6%","46.9%","35.5%","7870"
"Tony Kemp","- - -",".227","0.95","16.5%","40.7%","42.8%","3.6%","9.6%","1","1.3%","4","44.4%","49.3%","27.1%","23.6%","14.8%","49.8%","35.5%","14894"
"Cesar Hernandez","PHI",".313","1.69","22.7%","48.6%","28.7%","12.9%","9.5%","22","8.8%","4","100.0%","38.0%","33.1%","28.9%","21.1%","45.9%","32.9%","10556"
"Cheslor Cuthbert","KCR",".288","1.08","18.2%","42.6%","39.3%","20.0%","9.5%","6","5.8%","0","0.0%","42.6%","34.3%","23.1%","18.6%","43.8%","37.6%","10473"
"Ehire Adrianza","MIN",".311","1.26","26.8%","40.9%","32.3%","7.5%","9.4%","4","6.0%","1","25.0%","35.7%","33.9%","30.4%","13.1%","54.2%","32.7%","8418"
"Eric Sogard","- - -",".316","0.76","25.7%","32.0%","42.3%","12.1%","9.3%","6","5.7%","2","25.0%","36.0%","36.3%","27.7%","17.4%","47.5%","35.1%","7927"
"Adalberto Mondesi","KCR",".357","1.38","19.2%","46.9%","33.9%","9.3%","9.3%","12","9.0%","1","20.0%","46.0%","32.6%","21.3%","19.9%","42.3%","37.8%","13769"
"Isan Diaz","MIA",".224","0.91","13.4%","41.2%","45.4%","13.0%","9.3%","1","2.0%","1","50.0%","41.3%","30.6%","28.1%","15.7%","45.5%","38.8%","17922"
"Alex Gordon","KCR",".301","1.50","23.1%","46.2%","30.7%","3.5%","9.2%","12","5.7%","1","25.0%","40.6%","34.8%","24.6%","14.5%","46.7%","38.9%","5209"
"Nick Markakis","ATL",".310","1.77","24.9%","47.9%","27.1%","3.1%","9.2%","13","7.5%","0","0.0%","34.3%","36.3%","29.4%","13.6%","45.4%","41.0%","5930"
"Logan Forsythe","TEX",".307","1.19","22.8%","42.0%","35.2%","5.2%","9.1%","4","4.3%","0","0.0%","45.2%","31.1%","23.7%","13.2%","39.3%","47.5%","7185"
"Christin Stewart","DET",".290","0.81","25.4%","33.5%","41.2%","8.9%","8.9%","1","1.1%","0","0.0%","44.5%","34.2%","21.3%","16.2%","48.2%","35.7%","17714"
"Brandon Belt","SFG",".275","0.58","23.0%","28.3%","48.7%","7.8%","8.8%","0","0.0%","7","100.0%","41.4%","32.8%","25.8%","13.6%","45.4%","40.9%","10264"
"Jean Segura","PHI",".302","1.91","21.0%","51.9%","27.1%","11.7%","8.8%","21","8.0%","0","0.0%","34.5%","39.8%","25.6%","20.7%","46.2%","33.1%","5933"
"Whit Merrifield","KCR",".350","1.14","28.5%","38.0%","33.5%","7.1%","8.7%","21","10.0%","4","50.0%","36.6%","35.5%","28.0%","13.8%","47.8%","38.4%","11281"
"Luis Rengifo","LAA",".300","1.57","21.8%","47.7%","30.5%","13.6%","8.6%","6","4.7%","0","0.0%","40.7%","32.5%","26.9%","16.4%","51.1%","32.5%","19858"
"Jeimer Candelario","DET",".262","0.94","22.9%","37.3%","39.8%","9.6%","8.5%","4","4.5%","0","0.0%","47.7%","32.9%","19.4%","19.8%","43.0%","37.1%","13621"
"Elvis Andrus","TEX",".305","1.84","21.3%","51.0%","27.7%","6.3%","8.5%","16","6.1%","0","0.0%","37.0%","36.4%","26.7%","14.0%","47.5%","38.5%","8709"
"Josh Reddick","HOU",".288","1.04","23.5%","39.1%","37.5%","12.7%","8.4%","10","5.8%","1","50.0%","35.7%","38.4%","25.8%","17.1%","50.6%","32.4%","3892"
"Harold Castro","DET",".367","2.33","25.1%","52.4%","22.5%","3.3%","8.3%","4","2.9%","2","33.3%","29.3%","41.4%","29.3%","9.9%","50.5%","39.6%","14691"
"Luis Urias","SDP",".284","1.60","20.4%","49.0%","30.6%","2.1%","8.3%","7","9.1%","1","50.0%","34.6%","35.8%","29.6%","13.2%","50.3%","36.5%","16622"
"Adam Eaton","WSN",".319","0.98","20.0%","39.6%","40.4%","9.3%","8.2%","18","10.1%","9","40.9%","32.8%","35.2%","32.0%","19.5%","46.4%","34.1%","11205"
"Donovan Solano","SFG",".409","1.27","33.9%","36.9%","29.2%","10.2%","8.2%","4","6.5%","0","0.0%","28.0%","45.2%","26.8%","13.7%","48.2%","38.1%","8623"
"Yadier Molina","STL",".289","1.17","27.0%","39.3%","33.6%","8.1%","8.1%","9","6.3%","0","0.0%","42.3%","34.4%","23.2%","15.0%","43.2%","41.8%","7007"
"Kolten Wong","STL",".321","1.24","20.4%","44.0%","35.6%","11.8%","8.1%","16","9.5%","11","45.8%","37.9%","36.5%","25.6%","20.7%","45.3%","34.0%","12532"
"Hanser Alberto","BAL",".318","1.44","20.8%","46.8%","32.5%","6.0%","8.0%","18","8.3%","9","50.0%","43.5%","34.4%","22.1%","17.5%","57.9%","24.6%","11902"
"Juan Lagares","NYM",".279","1.33","18.3%","46.7%","35.0%","9.5%","7.9%","12","14.3%","1","16.7%","28.5%","40.9%","30.6%","18.3%","57.5%","24.2%","5384"
"Andrew Benintendi","BOS",".333","0.94","21.0%","38.3%","40.7%","10.3%","7.9%","7","4.5%","1","25.0%","35.2%","37.9%","26.9%","13.4%","48.4%","38.1%","17901"
"Leury Garcia","CHW",".353","2.33","21.5%","54.9%","23.6%","5.8%","7.8%","20","8.3%","2","13.3%","33.2%","32.7%","34.1%","14.2%","57.3%","28.5%","5913"
"Greg Garcia","SDP",".323","2.38","21.8%","55.1%","23.1%","5.8%","7.7%","9","7.3%","4","66.7%","27.3%","38.1%","34.6%","20.3%","47.2%","32.5%","10951"
"Steven Duggar","SFG",".313","1.75","21.4%","50.0%","28.6%","3.8%","7.7%","9","9.9%","3","75.0%","31.7%","37.1%","31.2%","18.3%","49.5%","32.3%","17719"
"J.P. Crawford","SEA",".275","1.28","20.5%","44.7%","34.8%","12.0%","7.6%","7","5.9%","0","0.0%","38.4%","34.7%","26.9%","22.8%","48.9%","28.4%","15491"
"Austin Barnes","LAD",".248","0.98","16.6%","41.4%","42.0%","12.1%","7.6%","4","6.2%","1","100.0%","38.0%","36.1%","25.9%","22.2%","45.6%","32.3%","12158"
"Buster Posey","SFG",".296","1.73","22.7%","49.0%","28.4%","4.2%","7.4%","4","2.4%","0","0.0%","34.8%","35.4%","29.8%","13.4%","50.6%","36.0%","9166"
"Jarrod Dyson","ARI",".275","1.54","18.8%","49.2%","32.0%","13.4%","7.2%","12","8.1%","6","42.9%","38.5%","37.9%","23.7%","21.8%","48.9%","29.3%","4866"
"Greg Allen","CLE",".280","1.54","18.9%","49.1%","32.0%","7.1%","7.1%","8","9.3%","2","25.0%","45.9%","30.6%","23.5%","16.9%","51.9%","31.1%","16623"
"Melky Cabrera","PIT",".300","1.61","23.2%","47.3%","29.5%","12.1%","7.1%","13","8.2%","0","0.0%","38.8%","35.8%","25.4%","24.0%","45.0%","31.1%","4022"
"Adam Frazier","PIT",".306","1.24","25.9%","41.1%","33.1%","5.1%","6.4%","11","5.6%","3","33.3%","38.4%","32.9%","28.7%","18.4%","51.7%","30.0%","15223"
"Andrelton Simmons","LAA",".277","1.70","14.4%","53.9%","31.7%","14.9%","6.1%","8","4.1%","0","0.0%","49.9%","33.0%","17.2%","19.4%","46.3%","34.3%","10847"
"Willians Astudillo","MIN",".258","1.06","21.5%","40.3%","38.2%","15.5%","5.6%","3","4.0%","0","0.0%","42.5%","37.1%","20.4%","22.6%","47.3%","30.1%","15608"
"Mallex Smith","SEA",".302","1.70","19.0%","51.0%","30.0%","8.3%","5.5%","19","10.3%","2","22.2%","31.7%","36.8%","31.5%","25.0%","48.7%","26.3%","13608"
"Victor Reyes","DET",".384","1.71","28.7%","45.0%","26.3%","0.0%","5.5%","6","6.4%","3","60.0%","29.4%","37.9%","32.7%","11.2%","48.6%","40.2%","15487"
"Brock Holt","BOS",".365","1.72","24.8%","47.6%","27.7%","10.5%","5.3%","5","5.1%","0","0.0%","35.9%","38.3%","25.7%","14.6%","50.0%","35.4%","9345"
"Tyler White","- - -",".290","1.19","24.2%","41.2%","34.5%","7.0%","5.3%","2","2.9%","0","0.0%","39.4%","36.4%","24.2%","13.9%","50.9%","35.2%","15564"
"Robbie Grossman","OAK",".288","1.18","25.1%","40.6%","34.3%","5.2%","5.2%","7","5.1%","0","0.0%","29.8%","41.4%","28.9%","15.8%","49.7%","34.5%","5254"
"Delino DeShields","TEX",".333","1.32","25.0%","42.6%","32.4%","12.7%","5.1%","8","7.7%","8","34.8%","33.0%","36.7%","30.3%","13.5%","55.4%","31.1%","11379"
"Kendrys Morales","- - -",".217","1.93","17.2%","54.5%","28.3%","4.9%","4.9%","1","1.3%","0","0.0%","42.8%","33.8%","23.4%","11.0%","47.6%","41.4%","8610"
"Daniel Robertson","TBR",".288","1.90","19.0%","53.1%","27.9%","7.3%","4.9%","5","6.4%","1","100.0%","37.2%","31.8%","31.1%","18.9%","49.3%","31.8%","14145"
"Joey Wendle","TBR",".272","1.37","23.2%","44.3%","32.5%","3.2%","4.8%","6","7.0%","0","0.0%","34.5%","40.7%","24.7%","16.0%","52.1%","32.0%","13853"
"Luis Arraez","MIN",".355","1.43","29.4%","41.5%","29.1%","4.6%","4.6%","2","1.6%","1","100.0%","29.0%","34.3%","36.7%","12.3%","53.0%","34.7%","18568"
"Jose Peraza","CIN",".268","0.84","21.5%","36.0%","42.6%","9.6%","4.4%","4","3.5%","2","66.7%","32.8%","37.2%","30.0%","20.0%","48.4%","31.6%","13593"
"Miguel Rojas","MIA",".314","1.58","23.6%","46.8%","29.6%","5.6%","4.0%","12","6.1%","0","0.0%","31.4%","39.3%","29.3%","14.3%","50.1%","35.6%","7802"
"David Fletcher","LAA",".317","1.48","26.4%","44.0%","29.6%","7.6%","3.8%","21","9.0%","2","50.0%","44.8%","32.2%","23.0%","17.6%","50.2%","32.2%","17992"
"Joe Panik","- - -",".262","1.28","22.9%","43.3%","33.8%","9.0%","3.8%","6","3.5%","2","50.0%","35.8%","37.5%","26.7%","18.6%","44.3%","37.0%","11936"
"Jeff Mathis","TEX",".243","1.02","21.6%","39.6%","38.8%","18.5%","3.7%","3","5.5%","1","33.3%","38.0%","37.3%","24.6%","23.2%","44.4%","32.4%","3448"
"Dee Strange-Gordon","SEA",".313","2.11","21.1%","53.5%","25.4%","8.3%","3.6%","10","5.6%","2","20.0%","33.7%","35.8%","30.5%","21.1%","56.6%","22.3%","8203"
"Martin Prado","MIA",".268","1.75","21.7%","49.8%","28.5%","10.2%","3.4%","7","6.8%","0","0.0%","35.3%","35.3%","29.5%","16.9%","47.3%","35.7%","3312"
"Nicky Lopez","KCR",".273","2.80","15.6%","62.2%","22.2%","5.6%","2.8%","9","4.5%","3","27.3%","30.2%","36.6%","33.2%","19.3%","55.3%","25.4%","19339"
"Elias Diaz","PIT",".286","1.51","21.3%","47.4%","31.3%","10.3%","2.6%","7","5.9%","0","0.0%","29.9%","35.5%","34.7%","26.7%","41.8%","31.5%","11680"
"Isiah Kiner-Falefa","TEX",".307","1.51","16.9%","50.0%","33.1%","0.0%","2.0%","2","2.6%","0","0.0%","31.0%","37.4%","31.6%","12.3%","51.6%","36.1%","16512"
"Tim Locastro","ARI",".310","1.22","19.9%","44.0%","36.1%","23.3%","1.7%","18","24.7%","0","0.0%","47.6%","32.4%","20.0%","25.3%","43.5%","31.2%","15124"
"Yolmer Sanchez","CHW",".324","1.22","21.2%","43.2%","35.5%","9.7%","1.5%","12","7.4%","3","25.0%","31.4%","34.4%","34.2%","20.6%","52.2%","27.2%","11602"
"Tony Wolters","COL",".314","1.54","26.8%","44.4%","28.8%","7.1%","1.2%","10","7.6%","0","0.0%","35.5%","37.1%","27.4%","16.1%","53.5%","30.4%","11470"
"Billy Hamilton","- - -",".299","1.06","24.8%","38.7%","36.5%","21.0%","0.0%","9","10.5%","4","33.3%","41.5%","32.1%","26.5%","26.5%","50.0%","23.5%","10199"
"Lewis Brinson","MIA",".255","1.47","17.1%","49.3%","33.6%","9.8%","0.0%","5","6.7%","0","0.0%","41.3%","35.5%","23.2%","18.7%","41.3%","40.0%","14352"
