"Name","Team","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH","IFH%","BUH","BUH%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","playerid"
"Victor Robles","WSN",".292","1.03","20.7%","40.2%","39.0%","12.5%","6.3%","7","7.1%","10","32.3%","43.0%","31.0%","26.0%","20.9%","57.8%","21.3%","18363"
"Leody Taveras","TEX",".344","1.18","21.6%","42.3%","36.0%","15.0%","6.3%","6","6.4%","3","37.5%","35.2%","37.4%","27.4%","14.3%","55.7%","30.0%","18900"
"Gavin Lux","LAD",".341","1.66","21.6%","48.9%","29.5%","7.2%","6.2%","13","8.1%","0","0.0%","42.2%","36.5%","21.3%","17.3%","54.1%","28.6%","19955"
"Josh Harrison","CHW",".297","1.13","17.4%","43.8%","38.8%","8.1%","5.7%","5","3.6%","0","0.0%","38.2%","37.0%","24.8%","11.9%","62.7%","25.4%","8202"
"Yasmani Grandal","CHW",".249","1.19","21.2%","42.8%","36.0%","12.2%","5.6%","3","2.8%","0","0.0%","37.6%","31.6%","30.8%","18.8%","56.4%","24.8%","11368"
"Robbie Grossman","- - -",".283","0.70","24.2%","31.2%","44.6%","6.3%","5.5%","6","6.7%","0","0.0%","49.0%","31.1%","19.9%","14.3%","57.7%","28.0%","5254"
"Yadier Molina","STL",".234","0.93","21.1%","38.1%","40.8%","12.1%","5.5%","1","1.2%","0","0.0%","39.0%","37.2%","23.8%","22.9%","55.2%","22.0%","7007"
"Nick Allen","OAK",".250","1.63","16.9%","51.5%","31.6%","16.4%","5.5%","5","4.2%","3","27.3%","31.8%","31.8%","36.4%","19.4%","60.7%","19.8%","22277"
"Keibert Ruiz","WSN",".271","1.09","22.8%","40.2%","37.0%","10.9%","5.5%","7","5.0%","0","0.0%","49.6%","33.7%","16.7%","13.5%","58.8%","27.7%","19610"
"Jeff McNeil","NYM",".353","1.17","23.8%","41.1%","35.0%","6.6%","5.4%","15","7.7%","2","66.7%","34.2%","40.0%","25.8%","14.3%","61.0%","24.7%","15362"
"Santiago Espinal","TOR",".300","1.26","23.0%","42.9%","34.0%","12.3%","5.4%","10","6.1%","1","33.3%","40.0%","36.4%","23.6%","19.7%","55.3%","24.9%","19997"
"Nick Senzel","CIN",".276","1.47","22.6%","46.1%","31.3%","11.8%","5.4%","14","10.2%","1","33.3%","39.7%","37.0%","23.3%","16.3%","58.3%","25.3%","19293"
"Andrew Knizner","STL",".268","1.19","17.2%","44.9%","37.9%","22.7%","5.3%","1","1.1%","0","0.0%","40.7%","33.2%","26.1%","22.6%","50.8%","26.6%","19514"
"Luke Maile","CLE",".291","0.86","18.5%","37.7%","43.8%","7.0%","5.3%","0","0.0%","0","0.0%","41.5%","36.2%","22.3%","22.3%","52.3%","25.4%","13355"
"Owen Miller","CLE",".290","1.28","22.9%","43.2%","33.8%","7.0%","5.2%","12","8.2%","0","0.0%","37.1%","38.8%","24.1%","21.2%","53.8%","25.0%","24655"
"Mauricio Dubon","- - -",".221","0.87","16.6%","38.7%","44.7%","12.4%","5.2%","5","6.0%","1","25.0%","33.9%","43.4%","22.6%","17.6%","57.5%","24.9%","16530"
"Tomas Nido","NYM",".314","1.72","20.9%","50.0%","29.1%","1.7%","5.0%","7","6.8%","1","6.3%","30.2%","41.4%","28.4%","14.0%","57.7%","28.4%","13755"
"Harrison Bader","- - -",".300","0.92","16.4%","40.1%","43.5%","17.8%","5.0%","12","12.9%","0","0.0%","39.7%","41.8%","18.5%","24.1%","50.4%","25.4%","18030"
"Geraldo Perdomo","ARI",".243","1.47","21.5%","46.7%","31.9%","16.8%","5.0%","6","4.1%","6","24.0%","40.9%","35.1%","24.0%","18.4%","59.1%","22.5%","22799"
"Jon Berti","MIA",".308","1.74","16.7%","53.0%","30.4%","3.7%","4.9%","19","13.3%","0","0.0%","32.2%","40.0%","27.8%","19.3%","54.4%","26.3%","12037"
"Enrique Hernandez","BOS",".257","0.93","18.0%","39.5%","42.5%","20.0%","4.8%","8","6.9%","0","0.0%","46.3%","32.3%","21.4%","21.8%","49.0%","29.3%","10472"
"Luis Arraez","MIN",".331","1.25","25.8%","41.2%","32.9%","3.6%","4.8%","8","3.8%","0","0.0%","31.6%","37.9%","30.6%","10.3%","61.9%","27.8%","18568"
"Manuel Margot","TBR",".332","1.39","23.0%","44.8%","32.2%","17.9%","4.8%","11","9.4%","5","62.5%","30.1%","43.1%","26.8%","17.1%","56.9%","26.0%","14712"
"Luis Gonzalez","SFG",".316","1.22","17.1%","45.6%","37.3%","7.1%","4.7%","9","8.7%","6","46.2%","29.5%","35.3%","35.3%","14.9%","60.2%","24.9%","20332"
"Jackie Bradley Jr.","- - -",".251","1.56","17.0%","50.6%","32.5%","11.6%","4.7%","5","3.7%","1","25.0%","42.8%","34.6%","22.7%","17.8%","54.6%","27.5%","12984"
"Sam Hilliard","COL",".256","1.20","18.5%","44.5%","37.0%","11.4%","4.5%","5","9.4%","0","0.0%","36.1%","42.9%","21.0%","15.1%","50.4%","34.5%","17954"
"Gilberto Celestino","MIN",".310","3.20","20.9%","60.3%","18.8%","13.6%","4.5%","16","11.3%","0","0.0%","31.4%","31.8%","36.9%","19.5%","60.2%","20.3%","20233"
"Miguel Rojas","MIA",".258","1.46","20.8%","47.0%","32.2%","9.8%","4.5%","10","5.2%","0","0.0%","34.5%","34.1%","31.4%","18.8%","60.4%","20.8%","7802"
"Omar Narvaez","MIL",".248","0.80","19.6%","35.8%","44.6%","8.8%","4.4%","0","0.0%","0","0.0%","40.1%","32.9%","27.1%","15.9%","59.9%","24.2%","13338"
"Leury Garcia","CHW",".255","1.71","20.4%","50.2%","29.4%","10.1%","4.3%","7","5.9%","1","20.0%","35.0%","38.8%","26.3%","20.4%","58.8%","20.8%","5913"
"Tony Kemp","OAK",".259","1.06","20.2%","41.0%","38.8%","14.3%","4.3%","8","4.7%","9","42.9%","42.9%","34.6%","22.5%","16.7%","64.0%","19.3%","14894"
"J.P. Crawford","SEA",".275","1.44","23.4%","45.2%","31.4%","15.2%","4.3%","13","6.5%","2","40.0%","34.2%","38.4%","27.4%","21.6%","56.2%","22.2%","15491"
"Garrett Hampson","COL",".294","1.37","16.2%","48.5%","35.4%","8.7%","4.3%","2","3.2%","4","36.4%","29.1%","44.7%","26.2%","14.2%","62.4%","23.4%","19262"
"Luis Guillorme","NYM",".317","2.89","25.6%","55.3%","19.1%","2.1%","4.3%","5","3.7%","2","28.6%","27.7%","43.1%","29.2%","12.6%","65.6%","21.7%","16451"
"Lourdes Gurriel Jr.","TOR",".346","1.41","23.7%","44.6%","31.7%","7.6%","4.2%","12","7.2%","0","0.0%","37.9%","34.4%","27.7%","12.9%","54.0%","33.1%","19238"
"Yuli Gurriel","HOU",".266","0.99","18.5%","40.6%","40.8%","12.9%","4.1%","13","6.7%","0","0.0%","33.7%","36.8%","29.5%","18.5%","54.3%","27.2%","19198"
"Reese McGuire","- - -",".332","1.00","22.5%","38.7%","38.7%","13.5%","4.1%","2","2.7%","2","18.2%","35.6%","36.6%","27.7%","17.3%","65.3%","17.3%","15674"
"Victor Reyes","DET",".322","1.41","24.3%","44.4%","31.4%","8.0%","4.0%","4","3.8%","1","33.3%","41.3%","30.6%","28.1%","15.7%","57.9%","26.4%","15487"
"Isiah Kiner-Falefa","NYY",".296","2.26","20.9%","54.9%","24.3%","7.0%","4.0%","17","7.5%","2","28.6%","35.3%","35.8%","28.9%","18.4%","61.6%","20.0%","16512"
"Jacob Stallings","MIA",".280","1.09","19.3%","42.0%","38.6%","6.9%","3.9%","2","1.8%","0","0.0%","35.3%","32.3%","32.3%","15.8%","61.7%","22.6%","13723"
"Andrew Benintendi","- - -",".352","1.26","22.1%","43.4%","34.5%","3.8%","3.8%","9","5.4%","1","20.0%","30.5%","41.0%","28.5%","9.7%","59.0%","31.3%","17901"
"Akil Baddoo","DET",".289","1.06","17.8%","42.2%","40.0%","18.5%","3.7%","10","17.5%","2","100.0%","33.6%","32.8%","33.6%","24.8%","52.6%","22.6%","22168"
"Austin Nola","SDP",".284","1.16","20.6%","42.6%","36.8%","9.2%","3.7%","5","4.0%","0","0.0%","44.4%","32.3%","23.2%","17.2%","51.2%","31.6%","15941"
"Seby Zavala","CHW",".404","0.60","24.1%","28.4%","47.4%","9.1%","3.6%","3","9.1%","0","0.0%","42.0%","29.4%","28.6%","16.0%","52.1%","31.9%","18887"
"Joey Wendle","MIA",".293","1.95","16.8%","55.0%","28.2%","1.2%","3.6%","10","6.1%","1","33.3%","35.9%","33.2%","30.9%","17.3%","56.5%","26.2%","13853"
"Matt Duffy","LAA",".313","1.43","20.8%","46.6%","32.6%","1.7%","3.4%","4","4.8%","0","0.0%","28.7%","36.0%","35.4%","10.7%","65.7%","23.6%","13836"
"Steven Kwan","CLE",".323","1.21","22.6%","42.4%","35.0%","9.0%","3.4%","18","8.4%","2","50.0%","30.8%","35.4%","33.8%","17.3%","63.9%","18.9%","24610"
"Jose Iglesias","COL",".326","2.03","22.1%","52.2%","25.7%","7.1%","3.0%","26","12.9%","1","100.0%","41.5%","36.3%","22.3%","23.3%","54.7%","22.0%","10231"
"Adam Engel","CHW",".317","1.00","21.4%","39.3%","39.3%","13.6%","3.0%","5","7.6%","0","0.0%","41.4%","31.4%","27.2%","16.6%","56.8%","26.6%","15082"
"Yonathan Daza","COL",".347","2.67","23.9%","55.3%","20.8%","4.5%","3.0%","12","6.8%","0","0.0%","36.3%","36.3%","27.5%","16.9%","58.4%","24.7%","15794"
"Josh Smith","TEX",".244","0.80","23.9%","33.7%","42.3%","17.4%","2.9%","3","5.5%","2","40.0%","36.3%","38.7%","25.0%","17.9%","58.9%","23.2%","26396"
"CJ Abrams","- - -",".291","1.62","17.7%","50.9%","31.5%","12.3%","2.7%","12","10.2%","4","66.7%","35.7%","38.2%","26.1%","22.7%","52.5%","24.8%","25768"
"Kevin Newman","PIT",".322","1.36","25.9%","42.7%","31.4%","14.7%","2.7%","7","6.9%","1","25.0%","42.4%","36.6%","21.0%","17.7%","61.7%","20.6%","17696"
"David Fletcher","LAA",".268","0.88","24.6%","35.4%","40.0%","15.4%","2.6%","3","4.3%","1","14.3%","34.2%","32.7%","33.2%","21.8%","65.3%","12.9%","17992"
"Adam Frazier","SEA",".268","1.18","24.0%","41.2%","34.8%","8.5%","1.8%","5","2.6%","1","14.3%","36.6%","36.2%","27.2%","18.0%","61.1%","20.9%","15223"
"Vimael Machin","OAK",".270","1.28","23.5%","43.0%","33.5%","5.0%","1.7%","1","1.3%","0","0.0%","30.7%","38.0%","31.3%","10.1%","63.1%","26.8%","17684"
"Tucker Barnhart","DET",".296","1.76","16.2%","53.4%","30.4%","14.5%","1.6%","5","4.6%","3","75.0%","36.5%","34.6%","28.8%","19.7%","61.5%","18.8%","10200"
"Didi Gregorius","PHI",".246","0.97","19.1%","39.9%","41.0%","17.8%","1.4%","4","5.6%","2","100.0%","34.4%","42.2%","23.3%","24.4%","55.6%","20.0%","6012"
"Cesar Hernandez","WSN",".309","1.51","22.9%","46.5%","30.7%","11.9%","0.7%","17","8.4%","7","50.0%","35.0%","34.1%","30.8%","20.8%","53.2%","25.9%","10556"
"Myles Straw","CLE",".261","1.40","19.1%","47.2%","33.7%","6.6%","0.0%","17","8.0%","1","33.3%","26.0%","37.9%","36.1%","15.2%","60.1%","24.7%","17620"
"Jose Azocar","SDP",".327","1.69","21.4%","49.4%","29.2%","0.0%","0.0%","8","10.5%","1","16.7%","23.8%","40.6%","35.6%","11.3%","65.6%","23.1%","18821"
"Nicky Lopez","KCR",".265","2.20","21.1%","54.2%","24.7%","13.2%","0.0%","9","4.5%","0","0.0%","29.4%","38.3%","32.3%","18.5%","59.6%","21.9%","19339"
"Nick Madrigal","CHC",".286","3.33","21.0%","60.8%","18.2%","6.1%","0.0%","8","7.3%","1","33.3%","33.7%","37.0%","29.3%","17.9%","64.1%","17.9%","20521"
