"Name","Team","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH","IFH%","BUH","BUH%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","playerid"
"Cristhian Adames","COL",".267","3.50","18.2%","63.6%","18.2%","3.1%","6.3%","6","5.4%","2","40.0%","38.7%","36.5%","24.9%","24.9%","54.7%","20.4%","6013"
"Jacoby Ellsbury","NYY",".295","1.50","22.8%","46.4%","30.9%","13.8%","6.2%","11","5.0%","0","0.0%","39.2%","37.8%","23.0%","22.2%","51.3%","26.6%","4727"
"Matt Duffy","- - -",".290","1.75","21.5%","50.0%","28.5%","2.5%","6.2%","6","4.2%","0","0.0%","29.0%","36.0%","35.0%","18.2%","55.6%","26.2%","13836"
"Lonnie Chisenhall","CLE",".328","0.85","23.9%","34.9%","41.2%","11.5%","6.1%","8","7.2%","0","0.0%","37.6%","31.1%","31.4%","21.4%","52.2%","26.4%","7571"
"Peter Bourjos","PHI",".323","1.59","17.0%","51.0%","32.0%","15.7%","6.0%","20","15.2%","3","25.0%","41.3%","37.3%","21.4%","24.4%","52.8%","22.9%","2578"
"Jose Ramirez","CLE",".333","1.13","22.8%","40.9%","36.3%","9.8%","6.0%","11","5.3%","0","0.0%","39.0%","32.7%","28.3%","14.4%","58.9%","26.8%","13510"
"Brett Gardner","NYY",".310","1.93","20.7%","52.3%","27.0%","10.1%","5.9%","14","6.1%","5","50.0%","33.6%","38.2%","28.2%","16.9%","57.3%","25.8%","9927"
"Travis Jankowski","SDP",".343","3.76","26.0%","58.4%","15.5%","2.9%","5.9%","8","6.3%","9","47.4%","23.5%","37.4%","39.1%","23.5%","52.5%","23.9%","13768"
"Dioner Navarro","- - -",".248","0.79","21.0%","34.8%","44.2%","13.6%","5.8%","3","3.7%","0","0.0%","39.9%","34.5%","25.6%","20.6%","53.4%","26.1%","3179"
"Nick Ahmed","ARI",".258","1.59","21.5%","48.2%","30.3%","13.0%","5.8%","2","1.8%","0","0.0%","39.4%","35.9%","24.7%","18.2%","54.5%","27.3%","12147"
"Darwin Barney","TOR",".310","1.57","22.4%","47.4%","30.2%","14.3%","5.7%","8","7.3%","1","33.3%","38.7%","34.5%","26.8%","19.6%","52.8%","27.7%","2430"
"Eduardo Escobar","MIN",".280","1.05","23.5%","39.1%","37.4%","10.5%","5.7%","2","1.8%","0","0.0%","42.8%","29.0%","28.3%","19.8%","54.1%","26.1%","6153"
"Yadier Molina","STL",".335","1.63","21.9%","48.4%","29.7%","5.0%","5.7%","9","3.9%","0","0.0%","37.6%","34.5%","27.9%","15.6%","53.3%","31.1%","7007"
"Kolten Wong","STL",".268","1.35","19.9%","46.0%","34.1%","6.7%","5.6%","7","5.8%","3","60.0%","45.1%","32.0%","22.9%","19.9%","54.1%","25.9%","12532"
"Paulo Orlando","KCR",".380","2.03","21.8%","52.4%","25.8%","10.0%","5.6%","17","9.3%","2","22.2%","34.1%","39.1%","26.8%","18.2%","52.8%","29.1%","8628"
"Shawn O'Malley","SEA",".309","1.92","22.2%","51.1%","26.7%","13.9%","5.6%","8","11.6%","9","52.9%","34.9%","36.8%","28.3%","24.3%","56.6%","19.1%","9629"
"Carlos Ruiz","- - -",".303","1.40","21.4%","45.8%","32.7%","7.3%","5.5%","0","0.0%","0","0.0%","35.7%","35.1%","29.2%","17.9%","48.2%","33.9%","2579"
"Carlos Perez","LAA",".236","0.98","16.9%","41.1%","42.0%","19.6%","5.4%","4","4.4%","1","10.0%","37.6%","31.4%","31.0%","26.2%","48.0%","25.8%","10642"
"Martin Prado","MIA",".331","1.72","24.9%","47.5%","27.7%","4.1%","5.4%","13","5.1%","0","0.0%","34.5%","38.8%","26.7%","16.4%","55.2%","28.4%","3312"
"Jorge Polanco","MIN",".328","0.89","30.3%","32.8%","36.8%","2.7%","5.4%","5","7.6%","0","0.0%","40.7%","37.7%","21.6%","18.6%","57.8%","23.5%","13152"
"Yunel Escobar","LAA",".339","2.80","21.2%","58.1%","20.8%","5.3%","5.3%","15","5.7%","1","25.0%","33.7%","42.5%","23.9%","17.1%","55.8%","27.1%","4191"
"Chris Owings","ARI",".334","1.83","23.1%","49.7%","27.2%","7.4%","5.3%","12","7.0%","3","37.5%","31.9%","39.8%","28.2%","17.8%","52.3%","29.9%","10030"
"Yonder Alonso","OAK",".284","1.32","22.5%","44.1%","33.3%","7.4%","5.1%","6","3.3%","3","75.0%","39.8%","35.7%","24.5%","18.2%","49.5%","32.3%","2530"
"Alexei Ramirez","- - -",".265","1.84","20.2%","51.7%","28.1%","13.7%","5.1%","12","5.6%","0","0.0%","44.0%","34.9%","21.1%","21.1%","55.5%","23.4%","5133"
"Jose Peraza","CIN",".361","1.50","27.5%","43.5%","29.0%","6.7%","5.0%","4","4.4%","4","100.0%","31.3%","40.3%","28.4%","19.4%","59.2%","21.3%","13593"
"Nori Aoki","SEA",".309","2.75","17.2%","60.8%","22.1%","12.3%","4.9%","19","8.5%","2","18.2%","31.2%","38.6%","30.2%","23.8%","56.3%","19.8%","13075"
"Jason Heyward","CHC",".266","1.39","20.5%","46.2%","33.3%","14.4%","4.8%","15","7.4%","0","0.0%","40.7%","36.6%","22.7%","27.0%","46.6%","26.4%","4940"
"Danny Santana","MIN",".305","2.12","21.6%","53.3%","25.1%","11.9%","4.8%","7","7.9%","5","38.5%","39.4%","32.8%","27.8%","18.9%","51.1%","30.0%","10322"
"Gregorio Petit","LAA",".316","1.79","22.1%","50.0%","27.9%","9.3%","4.7%","5","6.5%","0","0.0%","34.0%","36.5%","29.5%","18.6%","54.5%","26.9%","3812"
"Kevin Pillar","TOR",".306","1.34","20.5%","45.6%","33.9%","15.6%","4.5%","15","7.2%","5","50.0%","39.0%","31.5%","29.5%","24.8%","48.1%","27.2%","12434"
"Phil Gosselin","ARI",".339","1.96","21.4%","52.0%","26.6%","8.7%","4.3%","12","13.3%","1","20.0%","28.2%","40.1%","31.6%","17.5%","55.9%","26.6%","10953"
"Alcides Escobar","KCR",".295","1.67","20.1%","49.9%","29.9%","9.3%","4.3%","19","7.0%","2","13.3%","41.4%","33.6%","25.0%","22.3%","55.4%","22.3%","6310"
"Andrelton Simmons","LAA",".298","2.14","19.5%","54.9%","25.6%","7.6%","3.8%","10","4.4%","1","20.0%","35.7%","38.8%","25.5%","21.0%","55.7%","23.4%","10847"
"Erick Aybar","- - -",".283","2.44","19.5%","57.1%","23.4%","8.9%","3.8%","17","8.8%","4","28.6%","39.5%","33.5%","27.0%","18.2%","60.8%","21.0%","4082"
"Ramon Flores","MIL",".254","1.93","17.0%","54.6%","28.4%","9.1%","3.6%","3","2.8%","0","0.0%","38.4%","32.3%","29.3%","19.7%","54.0%","26.3%","11165"
"Jon Jay","SDP",".371","2.61","24.1%","54.9%","21.1%","5.4%","3.6%","12","8.2%","2","40.0%","35.8%","33.2%","31.0%","15.5%","55.0%","29.5%","5227"
"Jose Iglesias","DET",".276","1.82","20.3%","51.4%","28.3%","13.7%","3.4%","24","11.3%","4","30.8%","38.2%","31.1%","30.7%","26.5%","55.3%","18.3%","10231"
"Billy Hamilton","CIN",".329","1.57","21.9%","47.7%","30.5%","9.8%","3.3%","18","12.5%","8","28.6%","34.8%","37.0%","28.2%","21.8%","59.1%","19.1%","10199"
"A.J. Pierzynski","ATL",".237","1.71","20.0%","50.5%","29.5%","4.6%","3.1%","5","4.5%","1","100.0%","36.2%","38.5%","25.3%","18.1%","55.7%","26.2%","746"
"Whit Merrifield","KCR",".361","1.50","25.5%","44.7%","29.8%","1.4%","2.9%","6","5.7%","2","33.3%","34.4%","33.2%","32.4%","12.0%","52.3%","35.7%","11281"
"Josh Harrison","PIT",".323","1.22","19.5%","44.3%","36.3%","5.4%","2.7%","17","9.3%","6","50.0%","40.7%","33.3%","26.0%","17.3%","55.1%","27.7%","8202"
"Rafael Ortega","LAA",".261","2.28","17.6%","57.2%","25.2%","7.5%","2.5%","4","4.4%","1","16.7%","35.8%","37.0%","27.3%","23.0%","55.2%","21.8%","10323"
"Ender Inciarte","ATL",".329","1.84","23.7%","49.4%","26.8%","15.7%","2.5%","16","7.2%","2","20.0%","31.9%","35.1%","33.0%","23.0%","54.2%","22.8%","4922"
"Ben Revere","WSN",".234","2.09","18.1%","55.3%","26.5%","1.2%","2.4%","12","7.0%","4","36.4%","37.5%","36.3%","26.3%","25.3%","54.4%","20.3%","4712"
"Miguel Rojas","MIA",".280","2.10","20.2%","54.0%","25.8%","7.1%","2.4%","6","6.8%","2","16.7%","33.7%","34.3%","32.0%","22.9%","57.1%","20.0%","7802"
"Ivan De Jesus","CIN",".324","1.93","27.2%","47.9%","24.9%","7.1%","2.4%","6","7.4%","2","50.0%","30.1%","39.3%","30.6%","17.9%","59.0%","23.1%","9886"
"Adeiny Hechavarria","MIA",".269","1.59","22.2%","47.8%","30.0%","3.1%","2.3%","14","6.8%","0","0.0%","28.9%","38.9%","32.3%","19.1%","48.6%","32.3%","10459"
"Jed Lowrie","OAK",".316","1.33","25.5%","42.5%","32.0%","6.8%","2.3%","6","5.1%","2","100.0%","36.5%","31.4%","32.1%","18.1%","54.2%","27.8%","4418"
"Dee Strange-Gordon","MIA",".319","2.58","18.5%","58.7%","22.8%","6.8%","1.7%","20","13.2%","6","42.9%","28.9%","42.1%","28.9%","29.7%","53.5%","16.8%","8203"
"Jarrod Dyson","KCR",".315","2.32","20.1%","55.8%","24.1%","15.0%","1.7%","12","8.6%","4","20.0%","34.9%","39.0%","26.0%","26.8%","56.1%","17.1%","4866"
"Gregor Blanco","SFG",".279","1.41","21.0%","46.2%","32.8%","11.5%","1.6%","8","9.3%","3","50.0%","39.1%","30.2%","30.7%","21.4%","58.9%","19.8%","3123"
"Francisco Cervelli","PIT",".329","2.32","19.8%","56.0%","24.1%","1.6%","1.6%","7","4.9%","1","50.0%","42.5%","34.0%","23.6%","18.5%","54.4%","27.0%","5275"
"Chase d'Arnaud","ATL",".303","1.19","23.5%","41.5%","35.0%","10.9%","1.6%","3","3.9%","1","33.3%","36.0%","37.1%","26.9%","21.5%","52.2%","26.3%","6652"
"Ichiro Suzuki","MIA",".329","2.00","27.6%","48.3%","24.1%","11.6%","1.4%","11","8.0%","0","0.0%","32.1%","37.6%","30.3%","25.9%","52.4%","21.7%","1101"
"Ketel Marte","SEA",".313","1.99","21.8%","52.0%","26.2%","12.2%","1.1%","16","8.9%","8","44.4%","40.6%","34.8%","24.6%","23.2%","55.2%","21.5%","13613"
"Austin Jackson","CHW",".319","1.15","30.3%","37.3%","32.4%","4.3%","0.0%","5","9.4%","2","50.0%","35.6%","34.2%","30.1%","13.7%","52.1%","34.2%","9848"
"Tyler Holt","CIN",".318","2.06","22.8%","52.0%","25.2%","3.1%","0.0%","5","7.6%","2","25.0%","28.9%","36.3%","34.8%","13.3%","65.2%","21.5%","11391"
"Billy Burns","- - -",".264","1.92","19.1%","53.2%","27.7%","23.0%","0.0%","9","6.3%","4","33.3%","31.5%","39.1%","29.4%","31.5%","56.3%","12.2%","12701"
