"Name","Team","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH","IFH%","BUH","BUH%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","playerid"
"Yuli Gurriel","HOU",".235","0.90","19.6%","38.1%","42.3%","12.5%","7.5%","3","4.2%","0","0.0%","34.9%","37.6%","27.5%","14.8%","49.2%","36.0%","19198"
"Tim Lopes","SEA",".299","2.04","24.1%","50.9%","25.0%","18.5%","7.4%","4","7.3%","0","0.0%","35.8%","37.6%","26.6%","21.1%","50.5%","28.4%","14137"
"Justin Turner","LAD",".347","0.76","22.4%","33.6%","44.0%","5.5%","7.3%","5","11.9%","0","0.0%","37.6%","38.4%","24.0%","11.2%","40.0%","48.8%","5235"
"Jonathan Villar","- - -",".313","2.82","18.9%","59.8%","21.2%","10.7%","7.1%","8","10.1%","0","0.0%","39.6%","34.3%","26.1%","23.9%","50.0%","26.1%","10071"
"Gleyber Torres","NYY",".286","1.07","19.4%","41.7%","38.9%","2.4%","7.1%","2","4.4%","0","0.0%","38.9%","34.3%","26.9%","13.9%","55.6%","30.6%","16997"
"Matt Joyce","MIA",".353","1.13","26.4%","39.1%","34.5%","6.7%","6.7%","6","17.6%","0","0.0%","43.7%","37.9%","18.4%","17.2%","54.0%","28.7%","3353"
"Josh Reddick","HOU",".294","0.88","23.1%","36.1%","40.8%","18.3%","6.7%","1","1.9%","0","0.0%","40.8%","39.5%","19.7%","22.4%","49.7%","27.9%","3892"
"Tommy La Stella","- - -",".276","0.99","19.9%","39.8%","40.3%","12.0%","6.7%","2","2.7%","0","0.0%","46.5%","32.1%","21.4%","13.9%","56.7%","29.4%","12371"
"Jordan Luplow","CLE",".224","0.68","13.3%","35.0%","51.7%","22.6%","6.5%","0","0.0%","0","0.0%","41.7%","28.3%","30.0%","28.3%","43.3%","28.3%","16424"
"Cesar Hernandez","CLE",".364","1.79","23.4%","49.1%","27.5%","2.1%","6.4%","7","8.3%","3","50.0%","39.0%","33.3%","27.7%","13.0%","55.9%","31.1%","10556"
"Paul DeJong","STL",".340","0.62","28.3%","27.4%","44.3%","10.6%","6.4%","2","6.9%","0","0.0%","43.4%","34.0%","22.6%","15.1%","46.2%","38.7%","18015"
"Eduardo Escobar","ARI",".244","0.89","23.8%","36.0%","40.2%","10.6%","6.1%","1","1.7%","0","0.0%","41.5%","36.0%","22.6%","12.2%","57.9%","29.9%","6153"
"Luis Rengifo","LAA",".206","2.24","14.1%","59.4%","26.6%","23.5%","5.9%","4","10.5%","0","0.0%","50.0%","28.8%","21.2%","18.2%","54.5%","27.3%","19858"
"Jorge Polanco","MIN",".292","0.91","24.6%","36.0%","39.4%","4.3%","5.8%","7","11.1%","0","0.0%","36.7%","33.9%","29.4%","23.2%","52.5%","24.3%","13152"
"Robinson Chirinos","- - -",".208","1.44","18.5%","48.1%","33.3%","16.7%","5.6%","1","3.8%","0","0.0%","37.0%","40.7%","22.2%","20.4%","59.3%","20.4%","3142"
"Cameron Maybin","- - -",".328","2.11","17.6%","55.9%","26.5%","5.6%","5.6%","4","10.5%","0","0.0%","50.0%","35.3%","14.7%","10.3%","55.9%","33.8%","5223"
"Avisail Garcia","MIL",".315","1.78","24.2%","48.5%","27.3%","11.1%","5.6%","2","3.1%","0","0.0%","38.6%","34.8%","26.5%","16.7%","56.1%","27.3%","5760"
"Donovan Solano","SFG",".396","1.00","27.6%","36.2%","36.2%","1.8%","5.5%","8","14.5%","0","0.0%","37.5%","33.6%","28.9%","16.4%","49.3%","34.2%","8623"
"Hanser Alberto","BAL",".314","1.42","25.0%","44.0%","31.0%","15.8%","5.3%","13","16.0%","5","55.6%","45.6%","31.6%","22.8%","22.3%","56.5%","21.2%","11902"
"Luis Torrens","- - -",".315","1.21","23.6%","41.8%","34.5%","21.1%","5.3%","0","0.0%","0","0.0%","35.7%","35.7%","28.6%","12.5%","35.7%","51.8%","15905"
"Pablo Sandoval","- - -",".262","1.65","19.7%","50.0%","30.3%","10.0%","5.0%","4","12.1%","0","0.0%","30.3%","48.5%","21.2%","18.2%","39.4%","42.4%","5409"
"Kurt Suzuki","WSN",".301","0.76","24.2%","32.6%","43.2%","4.9%","4.9%","2","6.5%","0","0.0%","46.3%","33.7%","20.0%","20.0%","52.6%","27.4%","8259"
"Josh Naylor","- - -",".274","2.14","22.4%","52.9%","24.7%","9.5%","4.8%","1","2.2%","0","0.0%","34.1%","40.0%","25.9%","21.2%","50.6%","28.2%","18839"
"Kevin Plawecki","BOS",".403","1.32","25.0%","42.6%","32.4%","18.2%","4.5%","3","10.3%","0","0.0%","32.4%","36.8%","30.9%","14.7%","54.4%","30.9%","13807"
"Michael Perez","TBR",".228","0.83","27.6%","32.8%","39.7%","8.7%","4.3%","0","0.0%","0","0.0%","46.6%","37.9%","15.5%","15.5%","50.0%","34.5%","12977"
"Nomar Mazara","CHW",".330","2.09","22.8%","52.2%","25.0%","4.3%","4.3%","3","6.3%","0","0.0%","33.7%","32.6%","33.7%","10.9%","56.5%","32.6%","14553"
"Austin Barnes","LAD",".323","1.17","17.5%","44.4%","38.1%","16.7%","4.2%","2","7.1%","0","0.0%","43.1%","41.5%","15.4%","18.5%","47.7%","33.8%","12158"
"Nicky Lopez","KCR",".260","2.88","25.6%","55.2%","19.2%","8.3%","4.2%","3","4.3%","0","0.0%","42.7%","34.4%","22.9%","22.9%","54.2%","22.9%","19339"
"Isaac Paredes","DET",".280","1.50","21.1%","47.4%","31.6%","8.3%","4.2%","2","5.6%","0","0.0%","44.7%","26.3%","28.9%","22.4%","59.2%","18.4%","20036"
"Oscar Mercado","CLE",".169","1.00","13.3%","43.3%","43.3%","19.2%","3.8%","3","11.5%","0","0.0%","39.3%","42.6%","18.0%","21.3%","54.1%","24.6%","16375"
"Ketel Marte","ARI",".311","1.40","21.1%","46.0%","32.9%","11.3%","3.8%","7","9.5%","1","50.0%","39.9%","39.3%","20.9%","17.8%","49.7%","32.5%","13613"
"Joe Panik","TOR",".283","1.63","22.8%","47.8%","29.3%","11.1%","3.7%","0","0.0%","0","0.0%","44.1%","33.3%","22.6%","12.9%","52.7%","34.4%","11936"
"Victor Caratini","CHC",".321","1.56","18.8%","49.4%","31.8%","7.4%","3.7%","2","4.8%","0","0.0%","36.5%","44.7%","18.8%","21.2%","48.2%","30.6%","14968"
"J.P. Crawford","SEA",".303","1.35","23.5%","44.0%","32.5%","9.3%","3.7%","3","4.1%","0","0.0%","37.7%","32.3%","29.9%","22.8%","47.9%","29.3%","15491"
"Cole Tucker","PIT",".295","1.44","16.5%","49.4%","34.2%","14.8%","3.7%","3","7.7%","0","0.0%","41.3%","36.3%","22.5%","30.0%","50.0%","20.0%","17326"
"Stephen Vogt","ARI",".204","0.68","14.5%","34.5%","50.9%","10.7%","3.6%","0","0.0%","0","0.0%","52.7%","29.1%","18.2%","18.2%","54.5%","27.3%","5000"
"Nick Markakis","ATL",".302","1.48","32.7%","40.2%","27.1%","10.3%","3.4%","1","2.3%","0","0.0%","33.6%","37.4%","29.0%","22.4%","48.6%","29.0%","5930"
"Nick Solak","TEX",".320","1.43","17.1%","48.8%","34.1%","6.9%","3.4%","7","8.4%","0","0.0%","35.7%","38.0%","26.3%","14.6%","50.3%","35.1%","19294"
"Eric Sogard","MIL",".242","1.13","31.3%","36.5%","32.3%","6.5%","3.2%","1","2.9%","0","0.0%","34.4%","31.3%","34.4%","13.5%","66.7%","19.8%","7927"
"Ender Inciarte","ATL",".228","1.31","20.4%","45.2%","34.4%","9.4%","3.1%","8","19.0%","0","0.0%","46.8%","30.9%","22.3%","26.6%","59.6%","13.8%","4922"
"Raimel Tapia","COL",".392","2.59","22.8%","55.7%","21.5%","6.3%","3.1%","12","14.5%","0","0.0%","19.3%","39.3%","41.3%","18.0%","50.7%","31.3%","14350"
"Willie Calhoun","TEX",".214","1.11","12.9%","45.9%","41.2%","20.0%","2.9%","4","10.3%","0","0.0%","32.9%","44.7%","22.4%","20.0%","42.4%","37.6%","17838"
"Manuel Margot","TBR",".317","1.41","22.6%","45.2%","32.2%","8.1%","2.7%","5","9.6%","5","83.3%","56.2%","29.8%","14.0%","14.9%","56.2%","28.9%","14712"
"Kevin Newman","PIT",".250","1.61","21.3%","48.5%","30.1%","12.2%","2.4%","10","15.2%","0","0.0%","32.6%","34.8%","32.6%","21.7%","50.7%","27.5%","17696"
"Jose Peraza","BOS",".258","0.81","19.1%","36.2%","44.7%","14.3%","2.4%","2","5.9%","0","0.0%","41.5%","39.4%","19.1%","20.2%","47.9%","31.9%","13593"
"Kolten Wong","STL",".311","1.72","21.5%","49.7%","28.9%","14.0%","2.3%","5","6.8%","1","20.0%","29.9%","37.7%","32.5%","14.9%","60.4%","24.7%","12532"
"Dee Strange-Gordon","SEA",".242","1.50","25.0%","45.0%","30.0%","22.2%","0.0%","3","11.1%","2","100.0%","22.6%","46.8%","30.6%","30.6%","61.3%","8.1%","8203"
"Ehire Adrianza","MIN",".258","0.96","24.6%","36.9%","38.5%","12.0%","0.0%","0","0.0%","1","100.0%","33.3%","42.4%","24.2%","10.6%","62.1%","27.3%","8418"
"Brock Holt","- - -",".278","1.57","25.0%","45.8%","29.2%","4.8%","0.0%","2","6.1%","0","0.0%","30.6%","38.9%","30.6%","19.4%","54.2%","26.4%","9345"
"Andrelton Simmons","LAA",".343","2.24","20.6%","54.9%","24.5%","28.0%","0.0%","4","7.1%","0","0.0%","42.2%","35.3%","22.5%","21.6%","51.0%","27.5%","10847"
"Greg Garcia","SDP",".279","1.83","17.1%","53.7%","29.3%","0.0%","0.0%","3","13.6%","1","20.0%","28.3%","41.3%","30.4%","13.0%","69.6%","17.4%","10951"
"Delino DeShields","CLE",".346","2.11","19.2%","54.8%","26.0%","10.5%","0.0%","3","7.5%","4","44.4%","35.4%","31.7%","32.9%","13.4%","64.6%","22.0%","11379"
"Tony Wolters","COL",".329","1.56","39.7%","36.8%","23.5%","6.3%","0.0%","2","8.0%","0","0.0%","41.7%","31.9%","26.4%","12.5%","56.9%","30.6%","11470"
"David Dahl","COL",".258","0.96","19.7%","39.4%","40.9%","7.4%","0.0%","0","0.0%","0","0.0%","36.4%","39.4%","24.2%","16.7%","54.5%","28.8%","13744"
"Andrew Velazquez","BAL",".250","1.38","16.2%","48.6%","35.1%","23.1%","0.0%","3","16.7%","2","28.6%","38.6%","38.6%","22.7%","27.3%","54.5%","18.2%","14196"
"Phillip Ervin","- - -",".212","0.91","19.2%","38.5%","42.3%","0.0%","0.0%","3","15.0%","0","0.0%","53.8%","30.8%","15.4%","13.5%","69.2%","17.3%","14738"
"Kyle Farmer","CIN",".333","1.06","27.5%","37.3%","35.3%","5.6%","0.0%","1","5.3%","0","0.0%","39.2%","41.2%","19.6%","15.7%","49.0%","35.3%","14813"
"Tony Kemp","OAK",".284","1.00","29.1%","35.4%","35.4%","10.7%","0.0%","0","0.0%","0","0.0%","39.0%","34.1%","26.8%","13.4%","59.8%","26.8%","14894"
"Mike Tauchman","NYY",".329","1.45","30.0%","41.4%","28.6%","5.0%","0.0%","2","6.9%","0","0.0%","21.4%","37.1%","41.4%","22.9%","50.0%","27.1%","15274"
"Luis Urias","MIL",".338","3.43","18.4%","63.2%","18.4%","21.4%","0.0%","5","10.4%","0","0.0%","41.6%","36.4%","22.1%","16.9%","58.4%","24.7%","16622"
"Taylor Ward","LAA",".394","1.61","28.8%","43.9%","27.3%","0.0%","0.0%","3","10.3%","0","0.0%","21.2%","47.0%","31.8%","9.1%","57.6%","33.3%","17548"
"Myles Straw","HOU",".283","0.84","22.0%","35.6%","42.4%","4.0%","0.0%","3","14.3%","0","0.0%","31.7%","30.0%","38.3%","10.0%","63.3%","26.7%","17620"
"Vimael Machin","OAK",".245","1.77","32.1%","43.4%","24.5%","0.0%","0.0%","0","0.0%","0","0.0%","20.8%","32.1%","47.2%","9.4%","64.2%","26.4%","17684"
"Luis Arraez","MIN",".353","1.40","29.4%","41.2%","29.4%","0.0%","0.0%","2","4.8%","0","0.0%","24.5%","39.2%","36.3%","10.8%","60.8%","28.4%","18568"
"Josh Rojas","ARI",".234","1.64","19.6%","50.0%","30.4%","0.0%","0.0%","2","8.7%","1","100.0%","38.3%","40.4%","21.3%","21.3%","48.9%","29.8%","19734"
"Adam Haseley","PHI",".349","2.83","27.0%","54.0%","19.0%","0.0%","0.0%","4","11.8%","0","0.0%","27.3%","40.9%","31.8%","21.2%","54.5%","24.2%","19878"
"Carter Kieboom","WSN",".299","1.42","30.3%","40.9%","28.8%","10.5%","0.0%","0","0.0%","0","0.0%","28.4%","38.8%","32.8%","14.9%","62.7%","22.4%","19958"
"Nick Madrigal","CHW",".365","2.94","26.0%","55.2%","18.8%","5.6%","0.0%","6","11.3%","0","0.0%","18.8%","50.0%","31.3%","20.8%","58.3%","20.8%","20521"
"Nico Hoerner","CHC",".279","2.35","21.2%","55.3%","23.5%","10.0%","0.0%","6","12.8%","0","0.0%","26.7%","48.8%","24.4%","23.3%","47.7%","29.1%","21479"
"Joey Bart","SFG",".387","1.60","16.1%","51.6%","32.3%","15.0%","0.0%","3","9.4%","0","0.0%","40.3%","38.7%","21.0%","19.4%","40.3%","40.3%","21524"
"Shogo Akiyama","CIN",".314","2.54","24.0%","54.5%","21.5%","0.0%","0.0%","4","6.1%","0","0.0%","26.4%","35.5%","38.0%","17.4%","57.9%","24.8%","27461"
