"Name","Team","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH","IFH%","BUH","BUH%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","playerid"
"Asdrubal Cabrera","- - -",".283","1.09","21.2%","41.1%","37.7%","12.6%","8.0%","4","4.2%","2","100.0%","48.1%","32.6%","19.3%","15.0%","52.4%","32.6%","4962"
"Manuel Margot","TBR",".281","1.30","18.2%","46.3%","35.5%","12.8%","8.0%","14","8.6%","1","25.0%","37.1%","41.0%","21.9%","17.1%","53.1%","29.8%","14712"
"Tucker Barnhart","CIN",".324","1.11","25.0%","39.5%","35.5%","6.8%","8.0%","2","2.0%","2","66.7%","42.6%","32.3%","25.1%","13.1%","53.4%","33.5%","10200"
"Curt Casali","SFG",".287","0.67","21.1%","31.6%","47.4%","14.3%","7.9%","3","7.1%","0","0.0%","51.9%","32.6%","15.6%","20.7%","43.0%","36.3%","12510"
"Juan Lagares","LAA",".294","1.34","21.9%","44.7%","33.3%","9.2%","7.9%","5","4.9%","4","40.0%","39.9%","32.8%","27.3%","16.0%","46.2%","37.8%","5384"
"Yadier Molina","STL",".283","1.09","19.2%","42.0%","38.7%","9.9%","7.8%","5","3.3%","0","0.0%","45.9%","31.6%","22.5%","14.3%","53.0%","32.7%","7007"
"David Peralta","ARI",".303","2.10","18.9%","54.9%","26.2%","12.5%","7.7%","15","6.9%","0","0.0%","36.0%","35.3%","28.7%","17.6%","50.1%","32.2%","2136"
"DJ LeMahieu","NYY",".301","2.03","22.4%","52.0%","25.6%","6.2%","7.7%","14","5.3%","0","0.0%","24.8%","39.4%","35.8%","14.4%","58.3%","27.4%","9874"
"Ronald Torreyes","PHI",".258","1.38","20.4%","46.2%","33.5%","13.0%","7.6%","15","11.8%","1","12.5%","44.2%","32.2%","23.7%","23.0%","59.7%","17.3%","11400"
"Jackie Bradley Jr.","MIL",".226","1.63","19.1%","50.2%","30.7%","12.7%","7.6%","4","3.1%","1","100.0%","43.0%","37.2%","19.8%","15.1%","50.8%","34.1%","12984"
"Jorge Mateo","- - -",".324","1.02","23.0%","38.8%","38.1%","13.2%","7.5%","5","9.3%","0","0.0%","41.1%","41.1%","17.7%","19.1%","56.7%","24.1%","17273"
"Joshua Fuentes","COL",".270","0.87","15.0%","39.6%","45.4%","8.5%","7.4%","6","7.3%","0","0.0%","36.2%","35.7%","28.0%","18.8%","55.6%","25.6%","16885"
"Andy Ibanez","TEX",".297","0.85","19.6%","37.0%","43.4%","9.5%","7.4%","2","2.5%","0","0.0%","34.1%","40.9%","25.0%","15.0%","54.1%","30.9%","18819"
"Anthony Rendon","LAA",".267","0.67","21.9%","31.5%","46.6%","10.8%","7.2%","0","0.0%","0","0.0%","43.3%","29.2%","27.5%","13.5%","56.7%","29.8%","12861"
"Phil Gosselin","LAA",".322","1.20","17.6%","45.0%","37.4%","8.2%","7.1%","13","11.0%","1","33.3%","31.3%","41.9%","26.8%","16.6%","55.1%","28.3%","10953"
"Francisco Mejia","TBR",".299","0.98","16.4%","41.3%","42.3%","14.1%","7.1%","9","10.8%","2","66.7%","42.6%","34.3%","23.0%","21.6%","54.4%","24.0%","16403"
"Zack Collins","CHW",".303","0.63","25.6%","28.8%","45.6%","10.5%","7.0%","3","8.3%","0","0.0%","41.7%","33.1%","25.2%","18.1%","44.9%","37.0%","19181"
"Corey Dickerson","- - -",".323","1.52","19.3%","48.7%","32.0%","15.1%","7.0%","13","9.9%","0","0.0%","40.1%","32.7%","27.1%","20.1%","45.7%","34.2%","10762"
"Jose Trevino","TEX",".279","1.42","24.7%","44.2%","31.2%","8.3%","6.9%","6","5.9%","0","0.0%","36.5%","37.8%","25.8%","16.3%","53.6%","30.0%","16725"
"Gleyber Torres","NYY",".314","1.15","22.3%","41.5%","36.2%","8.5%","6.9%","9","6.0%","0","0.0%","37.7%","35.2%","27.1%","16.3%","57.9%","25.8%","16997"
"Michael Brantley","HOU",".337","1.65","26.2%","45.9%","27.9%","7.8%","6.9%","7","3.7%","1","100.0%","36.5%","36.7%","26.9%","13.7%","51.8%","34.5%","4106"
"Tony Kemp","OAK",".304","0.84","23.1%","35.0%","41.9%","7.8%","6.9%","3","3.1%","3","27.3%","38.9%","42.7%","18.4%","13.2%","60.8%","26.0%","14894"
"Josh VanMeter","ARI",".278","0.77","19.8%","34.9%","45.3%","8.0%","6.9%","3","4.5%","1","100.0%","42.0%","34.7%","23.3%","15.5%","48.7%","35.8%","15170"
"Isan Diaz","MIA",".256","1.34","19.0%","46.4%","34.5%","1.7%","6.9%","3","3.8%","1","50.0%","40.6%","31.8%","27.6%","17.1%","51.2%","31.8%","17922"
"Willie Calhoun","TEX",".267","1.02","20.7%","40.1%","39.2%","13.5%","6.7%","5","5.5%","0","0.0%","36.1%","42.7%","21.1%","13.2%","52.4%","34.4%","17838"
"Sandy Leon","MIA",".244","0.87","18.2%","38.0%","43.8%","11.7%","6.7%","3","5.8%","0","0.0%","44.3%","30.0%","25.7%","14.3%","55.7%","30.0%","5273"
"Wilmer Difo","PIT",".340","1.18","19.1%","43.8%","37.0%","13.3%","6.7%","11","15.5%","2","50.0%","38.6%","36.1%","25.3%","25.9%","48.8%","25.3%","14320"
"Leury Garcia","CHW",".333","2.31","20.1%","55.8%","24.1%","0.0%","6.5%","14","7.9%","2","15.4%","38.0%","36.1%","25.9%","15.4%","58.1%","26.5%","5913"
"Jeff McNeil","NYM",".280","1.42","20.4%","46.6%","32.9%","10.2%","6.5%","15","9.8%","1","100.0%","35.0%","36.5%","28.6%","17.0%","54.1%","28.9%","15362"
"Guillermo Heredia","ATL",".282","1.22","22.8%","42.4%","34.8%","10.3%","6.4%","8","8.4%","1","100.0%","42.2%","33.8%","24.0%","20.9%","48.9%","30.2%","18721"
"Jose Iglesias","- - -",".305","1.22","23.5%","42.1%","34.5%","10.6%","6.4%","14","8.1%","0","0.0%","38.1%","38.9%","23.0%","18.8%","56.5%","24.7%","10231"
"Kelvin Gutierrez","- - -",".311","2.53","15.3%","60.7%","24.0%","12.8%","6.4%","12","10.1%","0","0.0%","36.7%","38.8%","24.5%","16.3%","53.1%","30.6%","17468"
"Kevin Kiermaier","TBR",".345","2.29","17.9%","57.1%","25.0%","6.3%","6.3%","15","10.4%","0","0.0%","34.0%","44.3%","21.7%","22.9%","49.0%","28.1%","11038"
"Miguel Rojas","MIA",".295","1.33","20.9%","45.1%","34.0%","12.6%","6.3%","9","4.7%","1","50.0%","35.0%","35.2%","29.8%","18.9%","56.3%","24.8%","7802"
"Tommy Edman","STL",".291","1.43","21.8%","46.0%","32.2%","6.3%","6.3%","20","8.0%","1","16.7%","44.2%","32.2%","23.6%","15.9%","54.9%","29.2%","19470"
"Erik Gonzalez","PIT",".274","3.29","19.3%","61.9%","18.8%","5.9%","5.9%","10","8.9%","0","0.0%","33.7%","37.6%","28.7%","20.4%","57.5%","22.1%","13369"
"J.P. Crawford","SEA",".320","1.48","23.6%","45.6%","30.8%","11.6%","5.8%","12","5.2%","3","50.0%","30.4%","42.4%","27.3%","20.2%","57.3%","22.5%","15491"
"Isiah Kiner-Falefa","TEX",".304","2.06","20.1%","53.7%","26.1%","4.9%","5.6%","26","8.8%","0","0.0%","34.9%","35.6%","29.6%","15.7%","57.1%","27.2%","16512"
"Pat Valaika","BAL",".260","0.62","21.1%","30.3%","48.6%","11.1%","5.6%","5","8.9%","0","0.0%","32.1%","33.2%","34.8%","18.7%","53.5%","27.8%","14885"
"Brandon Marsh","LAA",".403","1.75","31.3%","43.8%","25.0%","2.8%","5.6%","1","1.6%","1","33.3%","32.7%","36.7%","30.6%","4.1%","56.5%","39.5%","20202"
"Nick Madrigal","CHW",".324","3.03","20.3%","59.9%","19.8%","0.0%","5.6%","11","10.1%","0","0.0%","23.4%","39.7%","37.0%","20.1%","58.2%","21.7%","20521"
"Alcides Escobar","WSN",".337","1.47","26.6%","43.6%","29.7%","7.8%","5.2%","9","8.0%","5","62.5%","34.5%","37.1%","28.5%","22.5%","56.9%","20.6%","6310"
"Josh Harrison","- - -",".313","1.07","23.8%","39.4%","36.8%","8.8%","5.0%","7","4.1%","0","0.0%","40.2%","36.5%","23.3%","14.3%","57.5%","28.2%","8202"
"Whit Merrifield","KCR",".309","1.16","24.3%","40.7%","35.0%","6.0%","5.0%","20","8.7%","1","20.0%","35.6%","32.3%","32.1%","12.0%","61.8%","26.2%","11281"
"Matt Carpenter","STL",".250","0.56","23.4%","27.3%","49.2%","6.3%","4.8%","1","2.9%","3","100.0%","43.5%","35.9%","20.6%","9.2%","54.2%","36.6%","8090"
"Harold Castro","DET",".351","1.59","33.7%","40.7%","25.6%","0.0%","4.8%","3","3.0%","0","0.0%","28.6%","42.1%","29.4%","11.1%","60.3%","28.6%","14691"
"Jake Bauers","- - -",".275","0.80","25.2%","33.2%","41.6%","14.3%","4.8%","4","6.0%","0","0.0%","39.7%","34.3%","26.0%","17.2%","57.4%","25.5%","15194"
"Joe Panik","- - -",".230","1.38","22.3%","45.0%","32.7%","15.2%","4.5%","6","6.6%","1","50.0%","33.3%","39.7%","27.0%","22.1%","55.4%","22.5%","11936"
"Nick Ahmed","ARI",".279","1.41","18.3%","47.7%","33.9%","13.5%","4.5%","11","7.1%","3","50.0%","43.8%","33.6%","22.5%","17.4%","56.8%","25.8%","12147"
"Christian Vazquez","BOS",".301","1.08","21.5%","40.7%","37.8%","14.1%","4.2%","3","2.0%","1","33.3%","32.2%","35.9%","31.9%","20.6%","56.7%","22.7%","9774"
"Starlin Castro","WSN",".339","1.76","22.6%","49.4%","28.0%","6.9%","4.2%","9","7.1%","0","0.0%","34.2%","38.9%","26.8%","16.3%","52.9%","30.7%","4579"
"Jurickson Profar","SDP",".266","1.14","21.5%","41.9%","36.7%","18.9%","3.8%","8","6.6%","0","0.0%","40.5%","30.6%","28.9%","23.0%","53.6%","23.4%","10815"
"Brock Holt","TEX",".254","1.59","22.5%","47.6%","29.9%","3.6%","3.6%","2","2.2%","0","0.0%","42.8%","31.6%","25.7%","15.5%","61.0%","23.5%","9345"
"Yonathan Daza","COL",".346","2.24","22.0%","53.9%","24.1%","3.4%","3.4%","14","10.8%","1","14.3%","34.7%","35.1%","30.2%","16.5%","58.5%","25.0%","15794"
"Adam Frazier","- - -",".339","1.39","29.4%","41.0%","29.6%","8.0%","3.3%","10","4.8%","2","40.0%","37.1%","32.4%","30.5%","17.6%","58.6%","23.8%","15223"
"Andrelton Simmons","MIN",".256","1.97","18.3%","54.2%","27.5%","16.8%","3.2%","8","4.3%","1","11.1%","41.8%","39.8%","18.4%","22.3%","59.0%","18.6%","10847"
"Santiago Espinal","TOR",".353","1.26","22.0%","43.5%","34.6%","15.2%","3.0%","7","8.4%","1","50.0%","40.4%","29.5%","30.1%","20.7%","54.9%","24.4%","19997"
"Kevin Newman","PIT",".236","1.23","19.7%","44.3%","36.0%","10.6%","2.9%","14","6.7%","3","23.1%","34.4%","41.4%","24.1%","18.8%","59.2%","22.1%","17696"
"Myles Straw","- - -",".336","1.21","25.7%","40.6%","33.6%","4.0%","2.7%","14","7.8%","2","40.0%","28.8%","37.1%","34.2%","10.9%","67.2%","21.9%","17620"
"Elvis Andrus","OAK",".283","1.55","24.3%","46.0%","29.6%","13.8%","2.4%","13","6.8%","0","0.0%","37.6%","36.4%","26.0%","18.4%","54.4%","27.2%","8709"
"Hanser Alberto","KCR",".293","0.95","22.5%","37.8%","39.7%","7.2%","2.4%","5","6.3%","3","25.0%","45.2%","33.9%","20.8%","13.6%","55.2%","31.2%","11902"
"Victor Robles","WSN",".271","0.92","25.2%","35.8%","39.0%","18.8%","2.4%","4","5.1%","4","23.5%","49.8%","29.8%","20.4%","22.6%","53.6%","23.8%","18363"
"Nicky Lopez","KCR",".347","2.37","21.4%","55.3%","23.3%","5.2%","2.1%","14","6.1%","6","27.3%","32.2%","38.8%","29.0%","16.0%","58.9%","25.1%","19339"
"Luis Arraez","MIN",".323","1.64","26.2%","45.9%","28.0%","1.9%","1.9%","8","4.5%","0","0.0%","29.5%","36.3%","34.2%","8.5%","63.2%","28.2%","18568"
"Reese McGuire","TOR",".318","1.11","23.7%","40.1%","36.2%","5.5%","1.8%","4","6.6%","3","75.0%","36.5%","38.5%","25.0%","14.7%","62.8%","22.4%","15674"
"David Fletcher","LAA",".287","1.73","23.4%","48.5%","28.1%","16.5%","1.3%","28","10.3%","2","20.0%","31.1%","33.2%","35.8%","23.2%","59.5%","17.3%","17992"
"Magneuris Sierra","MIA",".302","1.81","21.9%","50.3%","27.7%","14.0%","0.0%","4","5.1%","3","60.0%","33.8%","33.8%","32.5%","30.0%","55.0%","15.0%","17023"
